Date,Open,High,Low,Close
"Jan 11, 2021",283.13,284.81,267.87,270.4
"Jan 12, 2021",277,289.33,275.78,283.15
"Jan 13, 2021",284.25,286.82,277.33,284.8
"Jan 14, 2021",281.13,287.67,279.58,281.67
"Jan 15, 2021",284,286.63,273.03,275.39
"Jan 19, 2021",279.27,283.33,277.67,281.52
"Jan 20, 2021",286.25,286.5,279.09,283.48
"Jan 21, 2021",285,285.24,280.47,281.66
"Jan 22, 2021",278.1,282.67,276.21,282.21
"Jan 25, 2021",285,300.13,279.61,293.6
"Jan 26, 2021",297.13,298.63,290.53,294.36
"Jan 27, 2021",290.12,297.17,286.22,288.05
"Jan 28, 2021",273.33,282.67,267,278.48
"Jan 29, 2021",276.67,280.8,260.03,264.51
"Feb 1, 2021",271.43,280.67,265.19,279.94
"Feb 2, 2021",281.56,293.5,280.73,290.93
"Feb 3, 2021",292.34,292.69,284.35,284.9
"Feb 4, 2021",285,285.5,277.81,283.33
"Feb 5, 2021",281.67,288.26,279.66,284.08
"Feb 8, 2021",289.89,292.59,284.92,287.81
"Feb 9, 2021",285.04,286.6,280.58,283.15
"Feb 10, 2021",281.21,281.61,266.67,268.27
"Feb 11, 2021",270.81,276.63,267.24,270.55
"Feb 12, 2021",267.09,272.44,261.78,272.04
"Feb 16, 2021",272.67,273.67,264.15,265.41
"Feb 17, 2021",259.7,266.61,254,266.05
"Feb 18, 2021",260.3,264.9,258.76,262.46
"Feb 19, 2021",265,265.6,259.12,260.43
"Feb 22, 2021",254.21,256.17,236.73,238.17
"Feb 23, 2021",220.71,237.87,206.33,232.95
"Feb 24, 2021",237.28,248.33,231.39,247.34
"Feb 25, 2021",242.05,245.74,223.53,227.41
"Feb 26, 2021",233.33,235.57,219.84,225.17
"Mar 1, 2021",230.04,239.67,228.35,239.48
"Mar 2, 2021",239.43,240.37,228.33,228.81
"Mar 3, 2021",229.33,233.57,217.24,217.73
"Mar 4, 2021",218.6,222.82,200,207.15
"Mar 5, 2021",208.69,209.28,179.83,199.32
"Mar 8, 2021",200.18,206.71,186.26,187.67
"Mar 9, 2021",202.73,226.03,198.4,224.53
"Mar 10, 2021",233.43,239.28,218.35,222.69
"Mar 11, 2021",233.13,234.17,225.73,233.2
"Mar 12, 2021",223.33,231.63,222.05,231.24
"Mar 15, 2021",231.36,237.73,228.01,235.98
"Mar 16, 2021",234.45,235.97,223.67,225.63
"Mar 17, 2021",218.96,234.58,217,233.94
"Mar 18, 2021",228.1,229.74,217.33,217.72
"Mar 19, 2021",215.53,219.08,208.21,218.29
"Mar 22, 2021",228.2,233.21,222.92,223.33
"Mar 23, 2021",225.26,225.93,219.17,220.72
"Mar 24, 2021",222.64,222.67,210.04,210.09
"Mar 25, 2021",204.33,215.17,203.17,213.46
"Mar 26, 2021",213.96,214.61,199.96,206.24
"Mar 29, 2021",205.21,205.49,198.67,203.76
"Mar 30, 2021",200.58,212.55,197,211.87
"Mar 31, 2021",215.54,224,213.7,222.64
"Apr 1, 2021",229.46,230.81,219.81,220.58
